customer_id,first_name,last_name,gender,date_of_birth,email,phone_number,city,occupation,join_date,age
144.0,Melissa,Wolfe,Female,1986-03-04,lucasaaron@kelley.com,(635)117-4627,Mombasa ,Developer,2018-11-11,40
145.0,Mathew,White,Female,2004-04-03,millerlinda@schroeder.biz,(156)467-3050x1864,Nairobi,Unknown,2020-04-18,22
146.0,Jeremiah,Moreno,Male,1991-10-13,aross@rowe.com,531.479.7973x76398,Nairobi,Accountant,2022-09-27,35
147.0,James,Cooley,Male,1974-07-16,jason30@yahoo.com,333-575-5604,Mombasa ,Developer,2019-08-21,52
148.0,Brenda,Ellis,Unknown,1998-03-01,holderjohn@williamson.com,+1-565-870-4304x54196,Nairobi,Unknown,2024-06-06,28
149.0,Theresa,Morgan,Female,1984-06-30,benjamingordon@gmail.com,001-924-566-7618x0014,Nairobi,Engineer,2019-04-13,42
150.0,Emma,Gonzalez,Unknown,1968-07-08,theresa61@gmail.com,001-061-269-6519x58361,Nairobi,Teacher,2021-07-12,58
151.0,James,Mason,Female,2003-05-14,amorrison@yahoo.com,001-576-220-8309x02307,Unknown,Developer,2020-10-30,23
152.0,Brandi,Crane,Male,1964-09-21,hillkevin@gmail.com,5153793241,Nairobi,Engineer,2024-04-25,62
153.0,Cynthia,Hill,Female,1981-12-03,christopherthompson@yahoo.com,2640583399,Mombasa ,Teacher,2023-09-20,45
154.0,Kelly,Le,Unknown,2004-02-13,gcortez@gmail.com,5308649147,Mombasa ,Engineer,2020-12-24,22
155.0,Richard,Yang,Female,1969-10-10,tara90@gmail.com,(090)190-2406, Kisumu,Teacher,2026-02-03,57
156.0,Christopher,Mclaughlin,Female,1995-10-22,kristenwalsh@wood.info,902.211.4832x0580,Nairobi,Teacher,2022-11-25,31
157.0,Suzanne,Franklin,Female,2002-03-25,wendy08@hotmail.com,001-562-407-9653x917,Nairobi,Unknown,2021-06-12,24
158.0,James,Ford,Male,1999-12-23,carterjessica@russell-black.biz,001-369-061-3877x3496,Mombasa ,Teacher,2023-06-26,27
159.0,Thomas,Silva,Male,1959-10-23,michael90@petty.org,+1-471-993-7666x81037, Kisumu,Engineer,2022-05-27,67
160.0,Michael,Cox,Female,1990-12-14,robertglenn@yahoo.com,587-008-8244,Nairobi,Teacher,2021-01-30,36
161.0,Mark,Scott,Female,1956-11-15,michaellivingston@gmail.com,(168)907-2218,Nairobi,Engineer,2019-03-22,70
162.0,Donna,Short,Female,1980-10-25,robertdean@bradley.com,(746)523-4685,Nairobi,Developer,2023-06-13,46
163.0,Alex,Davis,Male,1950-06-24,jamescurry@padilla.com,584-931-3808,Nairobi,Developer,2018-10-02,76
164.0,Rebecca,Howard,Female,1954-02-19,beardjohn@martinez.com,418-117-0708,Nairobi,Developer,2025-03-29,72
165.0,Christopher,Stone,Female,2000-03-09,michael96@yahoo.com,7412256068,Unknown,Unknown,2022-09-02,26
166.0,Frank,Miller,Male,1995-12-13,samuel59@yahoo.com,+1-853-378-9340,Nairobi,Teacher,2025-06-25,31
167.0,Shane,Hall,Unknown,1961-03-23,longvanessa@gmail.com,008-292-3371x2583,Mombasa ,Engineer,2023-06-07,65
168.0,Laura,Gonzales,Female,1950-06-24,jfox@fitzgerald-mathis.com,3852734998,Nairobi,Unknown,2023-06-21,76
169.0,Matthew,Smith,Male,1976-07-14,mary83@kelley.com,(308)022-5636, Kisumu,Developer,2020-01-20,50
170.0,Corey,Romero,Female,2001-12-14,rodriguezrebecca@jensen.net,1378590878,Unknown,Teacher,2018-05-14,25
171.0,Bethany,Harris,Female,1977-04-13,christopher97@rasmussen.com,234-941-7763,Nairobi,Engineer,2025-09-30,49
173.0,Tony,Bailey,Female,1957-07-14,jspencer@rivera.com,(634)483-8932x3429,Nairobi,Teacher,2022-01-02,69
174.0,Joseph,Johnson,Female,1968-08-14,jmcdonald@yahoo.com,209-032-3343,Nairobi,Accountant,2019-04-02,58
175.0,Jessica,Hicks,Male,1992-03-01,david25@hotmail.com,+1-494-013-9335,Unknown,Developer,2018-10-28,34
176.0,Ethan,Moss,Male,1995-12-09,cpatton@collins.com,489.036.1956x4487,Nairobi,Teacher,2020-11-28,31
177.0,Matthew,Norman,Male,1953-11-03,lindsaygreen@baker.com,+1-181-734-5703x9540,Nairobi,Accountant,2021-09-28,73
178.0,Annette,Ball,Female,1991-06-11,qthomas@yahoo.com,5375092527,Nairobi,Developer,2026-04-27,35
179.0,David,Campos,Female,1988-06-06,wwilson@gmail.com,599-975-8771, Kisumu,Developer,2026-03-23,38
180.0,Justin,Summers,Male,2003-10-15,kellycarter@gmail.com,001-378-727-1290x575,Mombasa ,Teacher,2025-08-01,23
181.0,Nichole,Barnes,Female,1954-01-30,sheltonvalerie@hotmail.com,001-178-943-2266,Mombasa ,Teacher,2019-04-25,72
182.0,Gina,Moore,Female,1963-09-22,gcrawford@yahoo.com,001-238-396-9146,Nairobi,Unknown,2023-10-07,63
183.0,David,Norton,Male,2002-05-25,jesse49@gmail.com,299.001.0669,Nairobi,Unknown,2025-12-03,24
184.0,Suzanne,Anderson,Unknown,1970-11-27,christina12@hotmail.com,001-337-798-8675x2051,Unknown,Unknown,2021-01-12,56
185.0,Matthew,Chung,Male,1993-12-16,jennifer18@gmail.com,+1-578-850-6288x1378, Kisumu,Teacher,2026-03-16,33
187.0,Matthew,Lee,Female,1962-09-07,swansontyler@snyder-thomas.com,(282)796-0913x2088,Mombasa ,Developer,2020-02-02,64
188.0,Sheila,Kramer,Female,2006-03-04,jeremyjordan@yahoo.com,(741)590-5468,Unknown,Unknown,2025-09-19,20
189.0,Chase,Howe,Female,1980-05-30,clarkdebra@gmail.com,(057)487-2483x1382,Nairobi,Unknown,2024-01-24,46
190.0,Samuel,Chambers,Unknown,1980-08-09,xrocha@yahoo.com,001-147-946-6730,Nairobi,Developer,2024-09-17,46
191.0,Susan,Evans,Female,1974-11-08,thompsonjacqueline@gmail.com,001-790-929-2874x26184,Unknown,Teacher,2023-04-05,52
192.0,Patricia,Holmes,Unknown,1956-04-02,westtara@yahoo.com,+1-193-930-8346x82455,Mombasa ,Teacher,2021-07-07,70
193.0,David,Murray,Male,1998-12-21,emilycarrillo@hotmail.com,4866295439,Nairobi,Teacher,2023-10-21,28
194.0,Jason,Hernandez,Female,1954-08-30,jcline@rogers.com,(966)807-7618,Nairobi,Developer,2019-10-01,72
195.0,Amy,Ochoa,Female,1986-04-24,ogonzalez@atkinson-simon.com,428-338-5752x45370,Unknown,Teacher,2024-06-08,40
196.0,Robert,Moore,Male,2006-07-27,fdelgado@hotmail.com,097.784.4920x2909, Kisumu,Unknown,2019-07-25,20
197.0,Jordan,Woods,Male,1953-03-06,elizabeth38@bradford.com,865.149.3476x3626,Nairobi,Engineer,2024-01-20,73
198.0,Stephanie,Cannon,Female,1976-08-14,sandra49@sanchez.com,+1-035-745-0886, Kisumu,Engineer,2020-02-16,50
199.0,Mark,May,Female,1969-10-19,donaldwalker@yahoo.com,921.446.3243x84823,Nairobi,Accountant,2022-11-21,57
200.0,Theodore,Powers,Male,1985-07-15,dgordon@boyd-guzman.com,(583)475-7069,Nairobi,Teacher,2023-03-20,41
202.0,Jacqueline,Graham,Female,1974-10-27,tammysanders@hotmail.com,0822655486,Nairobi,Accountant,2024-02-27,52
203.0,Melissa,Mckinney,Unknown,1986-03-23,svega@smith-andrews.biz,+1-624-628-1465x46994,Nairobi,Unknown,2020-03-01,40
204.0,Carl,Williams,Female,1971-04-16,danafischer@ferguson.com,001-444-583-5792x5737,Nairobi,Teacher,2022-01-11,55
205.0,Jennifer,Brown,Unknown,1961-04-28,katieacosta@martinez.com,(517)739-6319x05215,Nairobi,Engineer,2019-03-25,65
206.0,Christopher,Thompson,Male,1976-12-04,hbowen@gmail.com,001-335-360-5035,Nairobi,Unknown,2021-12-25,50
207.0,Jenny,Jackson,Female,1985-11-09,ofleming@yahoo.com,(999)093-3899x115,Nairobi,Developer,2024-11-26,41
208.0,Maurice,Thompson,Female,1978-09-06,smithedward@massey.com,2749715350,Nairobi,Engineer,2019-02-01,48
209.0,Tina,Glover,Female,1979-11-04,ronnie56@gmail.com,(219)374-9711,Nairobi,Developer,2019-04-30,47
210.0,Lisa,Patel,Female,1989-09-24,ramirezbecky@powers.com,340-404-1317,Nairobi,Accountant,2019-06-29,37
211.0,William,Bean,Female,2000-08-16,christineburns@reyes.info,824.390.6261,Nairobi,Developer,2020-02-24,26
212.0,Andrew,Fischer,Male,1994-08-17,erica68@yahoo.com,299-245-6871x3789,Nairobi,Unknown,2020-06-02,32
213.0,Valerie,Henry,Male,1974-05-04,michele60@yahoo.com,378-938-1510x189,Nairobi,Unknown,2018-11-30,52
214.0,Dakota,Nguyen,Female,1996-06-05,silvadaniel@norman.com,960-756-2838x0520,Nairobi,Teacher,2018-10-10,30
215.0,Christopher,Moss,Female,1958-10-06,stacy38@hotmail.com,001-214-500-3511x18045,Nairobi,Developer,2022-06-16,68
216.0,Tiffany,Novak,Male,1961-10-05,shane29@thompson.com,+1-680-659-2448x689,Nairobi,Engineer,2021-05-08,65
218.0,Sharon,Saunders,Male,2008-04-06,fmiller@gmail.com,(898)939-9390x81417,Nairobi,Engineer,2026-01-01,18
219.0,Paul,Wilson,Female,1990-07-24,cindy86@gmail.com,001-279-171-0505x519,Nairobi,Teacher,2021-04-21,36
220.0,Angela,Jackson,Female,1964-06-20,andre75@hotmail.com,001-581-421-0890x4108,Nairobi,Developer,2020-11-24,62
221.0,Peter,Deleon,Unknown,2007-09-22,yday@peck.com,639-789-3422,Mombasa ,Teacher,2021-03-16,19
222.0,Patrick,Waller,Unknown,1980-03-10,robert79@gmail.com,787.669.8104x515,Nairobi,Engineer,2019-07-11,46
223.0,Michelle,Andrews,Unknown,1955-11-16,ericvargas@spencer-mosley.com,(619)596-2324,Mombasa ,Engineer,2020-01-28,71
